Agency,Agency Type,Distribution Channel,Product Name,Gender,Duration,Destination,Net Sales,Commision (in value),Age
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,19,AUSTRALIA,22.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,30,THAILAND,29.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,64,INDONESIA,13.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,69,HONG KONG,20.0,0.0,23
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,12,UNITED STATES,0.0,0.0,28
CWT,Travel Agency,Offline,Rental Vehicle Excess Insurance,Prefer not say,55,UNITED STATES,39.6,23.76,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,17,CHINA,49.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,30,MALAYSIA,0.0,5.94,27
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,66,UNITED KINGDOM,0.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,41,CHINA,45.0,0.0,36
C2B,Airlines,Online,Silver Plan,F,21,SINGAPORE,59.15,14.79,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,5,GERMANY,9.9,5.94,51
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,53,INDONESIA,29.7,17.82,54
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,8,VIET NAM,52.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,16,SOUTH AFRICA,19.8,11.88,27
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,19,INDONESIA,17.0,0.0,29
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,70,INDIA,26.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,3,SINGAPORE,14.95,3.74,46
C2B,Airlines,Online,Silver Plan,M,62,SINGAPORE,95.0,23.75,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,20,THAILAND,29.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,41,AUSTRALIA,51.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,39,JAPAN,69.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,2,AUSTRALIA,9.9,5.94,52
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,7,MALAYSIA,10.0,0.0,28
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,8,AUSTRALIA,67.0,0.0,36
CBH,Travel Agency,Offline,Comprehensive Plan,M,62,MALAYSIA,29.0,9.57,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,5,VIET NAM,26.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,28,SINGAPORE,22.1,5.53,49
JZI,Airlines,Online,Basic Plan,M,9,INDONESIA,18.0,6.3,49
JZI,Airlines,Online,Basic Plan,M,22,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,55
KML,Travel Agency,Online,Value Plan,F,107,INDONESIA,28.0,10.64,48
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,M,7,SRI LANKA,26.0,16.9,28
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,17,PHILIPPINES,24.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,12,CHINA,41.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,14,MALAYSIA,39.6,23.76,49
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,5,MALAYSIA,33.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,25,INDONESIA,19.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,13,SINGAPORE,47.0,11.75,31
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,2,INDONESIA,20.0,0.0,27
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,9,JAPAN,91.0,0.0,33
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,15,INDONESIA,12.0,0.0,36
C2B,Airlines,Online,Silver Plan,M,57,SINGAPORE,88.5,22.13,34
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,95,UNITED STATES,10.0,0.0,31
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,36,VENEZUELA,80.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,18,GERMANY,29.7,17.82,41
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,13,SRI LANKA,23.0,0.0,29
JZI,Airlines,Online,Basic Plan,F,16,VIET NAM,22.0,7.7,29
JZI,Airlines,Online,Basic Plan,M,27,CHINA,35.0,12.25,48
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,12,"KOREA, REPUBLIC OF",26.0,0.0,26
JZI,Airlines,Online,Basic Plan,F,2,PHILIPPINES,18.0,6.3,27
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,73,INDONESIA,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,89,UNITED STATES,62.0,0.0,49
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,6,INDONESIA,22.0,0.0,29
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,11,VIET NAM,35.0,0.0,42
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,40,JAPAN,41.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,78,SINGAPORE,23.5,5.88,28
JZI,Airlines,Online,Value Plan,M,12,CHINA,45.0,15.75,47
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,5,SAUDI ARABIA,32.0,0.0,46
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,4,JAPAN,38.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,1,"TAIWAN, PROVINCE OF CHINA",42.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,18,MALAYSIA,10.0,0.0,39
JZI,Airlines,Online,Basic Plan,F,4,THAILAND,18.0,6.3,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,5,MYANMAR,20.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,28,SINGAPORE,60.0,15.0,47
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,2,UNITED KINGDOM,36.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,5,HONG KONG,37.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,36,HONG KONG,51.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,30,MYANMAR,47.0,16.45,31
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,4,SINGAPORE,80.0,0.0,54
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,2,UNITED STATES,20.0,0.0,45
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,91,SRI LANKA,21.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,6,INDIA,-10.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,8,INDONESIA,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,77,SWITZERLAND,55.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,88,JAPAN,52.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,36,CHINA,30.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,30,HONG KONG,16.0,0.0,36
LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,M,6,THAILAND,31.0,20.15,37
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,47,INDIA,27.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,54,INDIA,43.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,30,PHILIPPINES,18.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,37,NETHERLANDS,10.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,16,"TAIWAN, PROVINCE OF CHINA",16.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,12,THAILAND,30.0,10.5,51
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,88,THAILAND,20.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,10,UNITED ARAB EMIRATES,39.6,23.76,53
C2B,Airlines,Online,Bronze Plan,F,5,SINGAPORE,21.0,5.25,41
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,43,CZECH REPUBLIC,75.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,32,PHILIPPINES,18.0,6.3,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,69,VIET NAM,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,64,KAZAKHSTAN,80.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,4,THAILAND,39.6,23.76,35
JZI,Airlines,Online,Basic Plan,F,18,THAILAND,18.0,6.3,53
JZI,Airlines,Online,Basic Plan,F,18,HONG KONG,26.0,9.1,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,103,CHINA,27.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,9,MALAYSIA,10.0,0.0,47
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,1,SWEDEN,9.9,5.94,46
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,12,VIET NAM,25.0,0.0,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,5,INDONESIA,37.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,45,JAPAN,20.0,0.0,32
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,17,CHINA,10.0,0.0,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,30,MALAYSIA,29.7,17.82,31
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,12,THAILAND,10.0,0.0,35
JZI,Airlines,Online,Basic Plan,M,4,CHINA,26.0,9.1,46
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,4,FRANCE,19.8,11.88,28
JZI,Airlines,Online,Value Plan,M,41,CAMBODIA,39.0,13.65,41
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,57,PHILIPPINES,29.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,74,SINGAPORE,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,48,THAILAND,12.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,10,THAILAND,22.0,7.7,38
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,26,CHINA,29.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,5,CHINA,34.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,26,CHINA,39.0,0.0,35
C2B,Airlines,Online,Bronze Plan,M,27,SINGAPORE,62.0,15.5,30
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,91,NEPAL,40.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,10,SINGAPORE,27.0,6.75,53
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,11,MALAYSIA,10.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,5,MALAYSIA,10.0,0.0,49
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,9,INDONESIA,20.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,87,PHILIPPINES,26.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,31,SINGAPORE,39.0,9.75,43
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,7,VIET NAM,11.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,70,"KOREA, REPUBLIC OF",36.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,11,MYANMAR,30.0,10.5,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,8,UNITED KINGDOM,9.9,5.94,55
JZI,Airlines,Online,Basic Plan,F,80,MALAYSIA,30.0,10.5,28
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,9,SINGAPORE,58.0,0.0,33
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,24,MACAO,14.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,6,SINGAPORE,17.55,4.39,26
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,22,UNITED STATES,80.0,0.0,46
C2B,Airlines,Online,Silver Plan,F,8,SINGAPORE,18.5,4.63,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,64,ITALY,80.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,15,UNITED STATES,39.6,23.76,30
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,6,"KOREA, REPUBLIC OF",33.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,17,HONG KONG,23.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,57,MYANMAR,15.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,27,THAILAND,21.0,0.0,35
C2B,Airlines,Online,Bronze Plan,F,55,SINGAPORE,86.0,21.5,29
C2B,Airlines,Online,Gold Plan,M,21,SINGAPORE,42.5,10.63,51
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,26,MACAO,14.0,0.0,55
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,101,"TAIWAN, PROVINCE OF CHINA",15.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,48,UNITED KINGDOM,67.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,38,THAILAND,38.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,9,SINGAPORE,16.0,4.0,31
C2B,Airlines,Online,Bronze Plan,F,25,SINGAPORE,53.0,13.25,39
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,40,AUSTRALIA,39.6,23.76,49
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,5,AUSTRALIA,34.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,36,THAILAND,11.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,20,JAPAN,69.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,3,SINGAPORE,19.2,4.8,24
C2B,Airlines,Online,Bronze Plan,F,13,SINGAPORE,27.0,6.75,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,5,VIET NAM,25.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,4,THAILAND,43.0,0.0,35
C2B,Airlines,Online,Bronze Plan,F,7,SINGAPORE,27.0,6.75,45
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,79,UNITED KINGDOM,88.0,0.0,36
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,F,4,PHILIPPINES,25.0,16.25,26
JZI,Airlines,Online,Basic Plan,M,12,HONG KONG,26.0,9.1,35
JZI,Airlines,Online,Basic Plan,M,14,INDONESIA,18.0,6.3,44
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,3,INDONESIA,43.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,12,SINGAPORE,94.0,23.5,34
JZI,Airlines,Online,Basic Plan,F,7,HONG KONG,26.0,9.1,42
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,49,SINGAPORE,24.0,0.0,52
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,1,THAILAND,9.9,5.94,53
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,3,MALAYSIA,9.9,5.94,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,17,CANADA,39.6,23.76,31
JZI,Airlines,Online,Basic Plan,F,5,MALAYSIA,22.0,7.7,44
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,46,"KOREA, REPUBLIC OF",44.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,16,THAILAND,20.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,20,CHINA,29.0,0.0,36
C2B,Airlines,Online,Silver Plan,F,25,SINGAPORE,63.5,15.88,32
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,25,HONG KONG,19.0,0.0,36
C2B,Airlines,Online,Gold Plan,M,10,SINGAPORE,27.0,6.75,45
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,66,HONG KONG,13.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,8,INDONESIA,15.0,0.0,36
SSI,Airlines,Online,Ticket Protector,Prefer not say,76,SINGAPORE,2.47,0.69,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,66,"TAIWAN, PROVINCE OF CHINA",43.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,53,PHILIPPINES,37.0,12.95,37
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,3,SINGAPORE,12.0,0.0,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,7,MALAYSIA,20.0,0.0,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,11,AUSTRALIA,29.7,17.82,33
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,38,INDIA,27.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,26,CHINA,40.0,14.0,44
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,88,SINGAPORE,67.0,0.0,35
SSI,Airlines,Online,Ticket Protector,Prefer not say,32,SINGAPORE,0.96,0.27,48
C2B,Airlines,Online,Silver Plan,F,72,SINGAPORE,93.6,23.4,26
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,6,PHILIPPINES,80.0,0.0,36
SSI,Airlines,Online,Ticket Protector,Prefer not say,35,SINGAPORE,3.34,0.94,48
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,6,SINGAPORE,9.9,5.94,53
JZI,Airlines,Online,Basic Plan,F,7,INDONESIA,18.0,6.3,45
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,90,"KOREA, REPUBLIC OF",25.0,0.0,31
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,47,UNITED STATES,80.0,0.0,48
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,43,CHINA,62.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,21,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,46
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,3,UNITED STATES,44.0,0.0,30
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,29,AUSTRALIA,67.0,0.0,36
C2B,Airlines,Online,Silver Plan,M,5,SINGAPORE,18.5,4.63,37
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,54,"KOREA, REPUBLIC OF",23.0,0.0,30
JZI,Airlines,Online,Basic Plan,M,12,INDONESIA,33.0,11.55,33
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,50,CHINA,33.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,7,SINGAPORE,16.0,4.0,53
JZI,Airlines,Online,Basic Plan,M,8,THAILAND,22.0,7.7,42
C2B,Airlines,Online,Bronze Plan,F,18,SINGAPORE,23.5,5.88,24
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,64,KENYA,80.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,16,VIET NAM,40.0,0.0,36
C2B,Airlines,Online,Silver Plan,F,45,SINGAPORE,29.5,7.38,32
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,65,MALAYSIA,26.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,34,SINGAPORE,18.0,4.5,41
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,11,HONG KONG,43.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,7,MALAYSIA,22.0,7.7,45
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,11,HONG KONG,65.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,24,INDIA,19.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,49,SWITZERLAND,80.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,21,CHINA,26.0,9.1,54
JZI,Airlines,Online,Basic Plan,F,9,CHINA,35.0,12.25,54
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,3,SINGAPORE,21.0,0.0,40
JZI,Airlines,Online,Basic Plan,M,20,HONG KONG,26.0,9.1,53
JZI,Airlines,Online,Basic Plan,M,55,CHINA,26.0,9.1,54
CSR,Travel Agency,Offline,Comprehensive Plan,M,83,MALAYSIA,29.0,9.57,30
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,18,SINGAPORE,80.0,0.0,43
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,5,CHINA,28.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,20,SINGAPORE,16.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,16,COLOMBIA,0.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,11,THAILAND,19.8,11.88,31
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,6,INDONESIA,12.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,15,INDIA,27.0,0.0,36
ART,Airlines,Online,24 Protect,F,1,PHILIPPINES,13.14,4.6,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,4,THAILAND,70.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,10,CAMBODIA,33.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,27,PHILIPPINES,20.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,30,THAILAND,20.0,0.0,54
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,6,"TAIWAN, PROVINCE OF CHINA",19.8,11.88,44
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,86,SPAIN,0.0,11.88,31
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,30,SENEGAL,80.0,0.0,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,68,THAILAND,22.0,0.0,36
TST,Travel Agency,Offline,Travel Cruise Protect,F,98,THAILAND,30.0,10.5,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,55,LAO PEOPLE'S DEMOCRATIC REPUBLIC,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,84,PHILIPPINES,11.0,0.0,32
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,14,JAPAN,0.0,0.0,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,62,CHINA,26.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,47,SINGAPORE,50.0,12.5,54
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,21,SINGAPORE,10.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,26,CANADA,10.0,0.0,35
C2B,Airlines,Online,Bronze Plan,M,10,SINGAPORE,27.0,6.75,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,71,MALAYSIA,25.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,46,CHINA,10.0,0.0,43
C2B,Airlines,Online,Bronze Plan,M,19,SINGAPORE,34.5,8.63,40
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,40,CHINA,10.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,3,IRELAND,39.6,23.76,48
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,5,CHINA,60.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,7,CHINA,0.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,13,SINGAPORE,33.5,8.38,35
ART,Airlines,Online,24 Protect,M,82,PHILIPPINES,4.68,1.64,48
RAB,Airlines,Online,Value Plan,M,6,BRUNEI DARUSSALAM,15.0,6.0,37
TST,Travel Agency,Offline,Travel Cruise Protect,F,28,THAILAND,30.0,10.5,24
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,93,INDONESIA,10.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,20,SINGAPORE,20.0,0.0,29
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,20,"KOREA, REPUBLIC OF",11.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,22,SINGAPORE,33.5,8.38,44
JZI,Airlines,Online,Basic Plan,F,32,HONG KONG,26.0,9.1,45
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,92,AUSTRALIA,54.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,8,CHINA,21.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,17,SINGAPORE,16.0,4.0,54
C2B,Airlines,Online,Bronze Plan,F,10,SINGAPORE,27.0,6.75,26
SSI,Airlines,Online,Ticket Protector,Prefer not say,4,SINGAPORE,10.74,3.01,48
JZI,Airlines,Online,Basic Plan,F,62,THAILAND,18.0,6.3,41
SSI,Airlines,Online,Ticket Protector,Prefer not say,1,SINGAPORE,8.77,2.46,48
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,61,UNITED KINGDOM,64.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,38,CHINA,24.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,67,TURKEY,15.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,70,THAILAND,10.0,0.0,40
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,31,UNITED KINGDOM,80.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,12,HONG KONG,29.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,3,PHILIPPINES,18.0,6.3,32
C2B,Airlines,Online,Bronze Plan,F,25,SINGAPORE,53.0,13.25,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,8,THAILAND,75.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,105,POLAND,10.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,6,THAILAND,48.0,0.0,33
C2B,Airlines,Online,Bronze Plan,F,4,SINGAPORE,11.5,2.88,24
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,35,UNITED KINGDOM,76.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,14,SINGAPORE,53.5,13.38,30
C2B,Airlines,Online,Bronze Plan,F,29,SINGAPORE,0.0,8.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,32,"TAIWAN, PROVINCE OF CHINA",30.0,0.0,36
